Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Characteristics [TargetedCellType]	Characteristics [CellLine]	Term Source REF	Term Accession Number	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Factor Value [TIME]	Unit [TimeUnit]	Factor Value [DOSE]	Unit [ConcentrationUnit]	Factor Value [COMPOUND]	Term Source REF	Term Accession Number	Factor Value [CELL_LINE]	Term Source REF	Term Accession Number	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
HepaRG_48h_AFB1_1	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepaRG	EFO	EFO_0001186	P-MTAB-6654	P-MTAB-6651	HepaRG_48h_AFB1_1	genomic_DNA	P-AFFY-2	HepaRG_48h_AFB1_1	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepaRG_48h_AFB1_1	A-AFFY-44	P-AFFY-6	48	h	3	uM	AFB1	  	  	HepaRG	EFO	EFO_0001186	17012008HK48h2.CEL	17012008HK48h2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.1.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepaRG_12h_TCDD_2	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepaRG	EFO	EFO_0001186	P-MTAB-6654	P-MTAB-6651	HepaRG_12h_TCDD_2	genomic_DNA	P-AFFY-2	HepaRG_12h_TCDD_2	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepaRG_12h_TCDD_2	A-AFFY-44	P-AFFY-6	12	h	10	nM	TCDD	  	  	HepaRG	EFO	EFO_0001186	080424HK5.CEL	080424HK5.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.1.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepaRG_12h_BaP_3	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepaRG	EFO	EFO_0001186	P-MTAB-6654	P-MTAB-6651	HepaRG_12h_BaP_3	genomic_DNA	P-AFFY-2	HepaRG_12h_BaP_3	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepaRG_12h_BaP_3	A-AFFY-44	P-AFFY-6	12	h	10	uM	BaP	  	  	HepaRG	EFO	EFO_0001186	080424HK13.CEL	080424HK13.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.1.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepG2_12h_AFB1_3	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepG2	EFO	EFO_0001187	P-MTAB-6653	P-MTAB-6651	HepG2_12h_AFB1_3	genomic_DNA	P-AFFY-2	HepG2_12h_AFB1_3	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepG2_12h_AFB1_3	A-AFFY-44	P-AFFY-6	12	h	1	uM	AFB1	  	  	HepG2	EFO	EFO_0001187	16012008CM2I.CEL	16012008CM2I.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.1.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepG2_12h_DMSO_3	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepG2	EFO	EFO_0001187	P-MTAB-6653	P-MTAB-6651	HepG2_12h_DMSO_3	genomic_DNA	P-AFFY-2	HepG2_12h_DMSO_3	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepG2_12h_DMSO_3	A-AFFY-44	P-AFFY-6	12	h	0.5	percent	dimethyl sulfoxide	EFO	http://www.ebi.ac.uk/chebi/searchId.do;?chebiId=CHEBI:28262	HepG2	EFO	EFO_0001187	17012008CM6I.CEL	17012008CM6I.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.1.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepG2_12h_DMSO_2	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepG2	EFO	EFO_0001187	P-MTAB-6653	P-MTAB-6651	HepG2_12h_DMSO_2	genomic_DNA	P-AFFY-2	HepG2_12h_DMSO_2	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepG2_12h_DMSO_2	A-AFFY-44	P-AFFY-6	12	h	0.5	percent	dimethyl sulfoxide	EFO	http://www.ebi.ac.uk/chebi/searchId.do;?chebiId=CHEBI:28262	HepG2	EFO	EFO_0001187	16012008CM6H.CEL	16012008CM6H.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.1.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepG2_48h_CsA_2	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepG2	EFO	EFO_0001187	P-MTAB-6653	P-MTAB-6651	HepG2_48h_CsA_2	genomic_DNA	P-AFFY-2	HepG2_48h_CsA_2	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepG2_48h_CsA_2	A-AFFY-44	P-AFFY-6	48	h	3	uM	CsA	  	  	HepG2	EFO	EFO_0001187	071010CM3E.CEL	071010CM3E.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.1.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepG2_12h_CsA_3	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepG2	EFO	EFO_0001187	P-MTAB-6653	P-MTAB-6651	HepG2_12h_CsA_3	genomic_DNA	P-AFFY-2	HepG2_12h_CsA_3	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepG2_12h_CsA_3	A-AFFY-44	P-AFFY-6	12	h	3	uM	CsA	  	  	HepG2	EFO	EFO_0001187	16012008CM3I.CEL	16012008CM3I.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.1.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepG2_48h_BaP_2	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepG2	EFO	EFO_0001187	P-MTAB-6653	P-MTAB-6651	HepG2_48h_BaP_2	genomic_DNA	P-AFFY-2	HepG2_48h_BaP_2	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepG2_48h_BaP_2	A-AFFY-44	P-AFFY-6	48	h	2	uM	BaP	  	  	HepG2	EFO	EFO_0001187	071010CM1E.CEL	071010CM1E.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.1.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepaRG_12h_AFB1_2	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepaRG	EFO	EFO_0001186	P-MTAB-6654	P-MTAB-6651	HepaRG_12h_AFB1_2	genomic_DNA	P-AFFY-2	HepaRG_12h_AFB1_2	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepaRG_12h_AFB1_2	A-AFFY-44	P-AFFY-6	12	h	3	uM	AFB1	  	  	HepaRG	EFO	EFO_0001186	080424HK2.CEL	080424HK2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.1.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepG2_48h_AFB1_1	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepG2	EFO	EFO_0001187	P-MTAB-6653	P-MTAB-6651	HepG2_48h_AFB1_1	genomic_DNA	P-AFFY-2	HepG2_48h_AFB1_1	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepG2_48h_AFB1_1	A-AFFY-44	P-AFFY-6	48	h	1	uM	AFB1	  	  	HepG2	EFO	EFO_0001187	071010CM2D.CEL	071010CM2D.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepG2_48h_CsA_1	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepG2	EFO	EFO_0001187	P-MTAB-6653	P-MTAB-6651	HepG2_48h_CsA_1	genomic_DNA	P-AFFY-2	HepG2_48h_CsA_1	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepG2_48h_CsA_1	A-AFFY-44	P-AFFY-6	48	h	3	uM	CsA	  	  	HepG2	EFO	EFO_0001187	071010CM3D.CEL	071010CM3D.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepaRG_48h_CsA_1	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepaRG	EFO	EFO_0001186	P-MTAB-6654	P-MTAB-6651	HepaRG_48h_CsA_1	genomic_DNA	P-AFFY-2	HepaRG_48h_CsA_1	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepaRG_48h_CsA_1	A-AFFY-44	P-AFFY-6	48	h	300	uM	CsA	  	  	HepaRG	EFO	EFO_0001186	17012008HK48h3.CEL	17012008HK48h3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepaRG_12h_AFB1_3	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepaRG	EFO	EFO_0001186	P-MTAB-6654	P-MTAB-6651	HepaRG_12h_AFB1_3	genomic_DNA	P-AFFY-2	HepaRG_12h_AFB1_3	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepaRG_12h_AFB1_3	A-AFFY-44	P-AFFY-6	12	h	3	uM	AFB1	  	  	HepaRG	EFO	EFO_0001186	080424HK14.CEL	080424HK14.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepaRG_48h_DMSO_3	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepaRG	EFO	EFO_0001186	P-MTAB-6654	P-MTAB-6651	HepaRG_48h_DMSO_3	genomic_DNA	P-AFFY-2	HepaRG_48h_DMSO_3	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepaRG_48h_DMSO_3	A-AFFY-44	P-AFFY-6	48	h	0.5	percent	dimethyl sulfoxide	EFO	http://www.ebi.ac.uk/chebi/searchId.do;?chebiId=CHEBI:28262	HepaRG	EFO	EFO_0001186	080424HK24.CEL	080424HK24.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepaRG_48h_AFB1_3	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepaRG	EFO	EFO_0001186	P-MTAB-6654	P-MTAB-6651	HepaRG_48h_AFB1_3	genomic_DNA	P-AFFY-2	HepaRG_48h_AFB1_3	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepaRG_48h_AFB1_3	A-AFFY-44	P-AFFY-6	48	h	3	uM	AFB1	  	  	HepaRG	EFO	EFO_0001186	080424HK20.CEL	080424HK20.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepG2_48h_TCDD_1	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepG2	EFO	EFO_0001187	P-MTAB-6653	P-MTAB-6651	HepG2_48h_TCDD_1	genomic_DNA	P-AFFY-2	HepG2_48h_TCDD_1	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepG2_48h_TCDD_1	A-AFFY-44	P-AFFY-6	48	h	10	nM	TCDD	  	  	HepG2	EFO	EFO_0001187	071010CM4D.CEL	071010CM4D.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepaRG_12h_TCDD_1	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepaRG	EFO	EFO_0001186	P-MTAB-6654	P-MTAB-6651	HepaRG_12h_TCDD_1	genomic_DNA	P-AFFY-2	HepaRG_12h_TCDD_1	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepaRG_12h_TCDD_1	A-AFFY-44	P-AFFY-6	12	h	10	nM	TCDD	  	  	HepaRG	EFO	EFO_0001186	17012008HK12h5.CEL	17012008HK12h5.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepG2_48h_TCDD_2	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepG2	EFO	EFO_0001187	P-MTAB-6653	P-MTAB-6651	HepG2_48h_TCDD_2	genomic_DNA	P-AFFY-2	HepG2_48h_TCDD_2	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepG2_48h_TCDD_2	A-AFFY-44	P-AFFY-6	48	h	10	nM	TCDD	  	  	HepG2	EFO	EFO_0001187	071010CM4E.CEL	071010CM4E.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepaRG_12h_DMSO_1	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepaRG	EFO	EFO_0001186	P-MTAB-6654	P-MTAB-6651	HepaRG_12h_DMSO_1	genomic_DNA	P-AFFY-2	HepaRG_12h_DMSO_1	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepaRG_12h_DMSO_1	A-AFFY-44	P-AFFY-6	12	h	0.5	percent	dimethyl sulfoxide	EFO	http://www.ebi.ac.uk/chebi/searchId.do;?chebiId=CHEBI:28262	HepaRG	EFO	EFO_0001186	17012008HK12h6.CEL	17012008HK12h6.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepaRG_48h_E2_1	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepaRG	EFO	EFO_0001186	P-MTAB-6654	P-MTAB-6651	HepaRG_48h_E2_1	genomic_DNA	P-AFFY-2	HepaRG_48h_E2_1	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepaRG_48h_E2_1	A-AFFY-44	P-AFFY-6	48	h	30	uM	E2	  	  	HepaRG	EFO	EFO_0001186	17012008HK48h4.CEL	17012008HK48h4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepaRG_48h_CsA_3	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepaRG	EFO	EFO_0001186	P-MTAB-6654	P-MTAB-6651	HepaRG_48h_CsA_3	genomic_DNA	P-AFFY-2	HepaRG_48h_CsA_3	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepaRG_48h_CsA_3	A-AFFY-44	P-AFFY-6	48	h	300	uM	CsA	  	  	HepaRG	EFO	EFO_0001186	080424HK21.CEL	080424HK21.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepG2_12h_TCDD_1	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepG2	EFO	EFO_0001187	P-MTAB-6653	P-MTAB-6651	HepG2_12h_TCDD_1	genomic_DNA	P-AFFY-2	HepG2_12h_TCDD_1	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepG2_12h_TCDD_1	A-AFFY-44	P-AFFY-6	12	h	10	nM	TCDD	  	  	HepG2	EFO	EFO_0001187	16012008CM4G.CEL	16012008CM4G.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepG2_48h_CsA_3	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepG2	EFO	EFO_0001187	P-MTAB-6653	P-MTAB-6651	HepG2_48h_CsA_3	genomic_DNA	P-AFFY-2	HepG2_48h_CsA_3	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepG2_48h_CsA_3	A-AFFY-44	P-AFFY-6	48	h	3	uM	CsA	  	  	HepG2	EFO	EFO_0001187	071010CM3F.CEL	071010CM3F.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepG2_12h_E2_3	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepG2	EFO	EFO_0001187	P-MTAB-6653	P-MTAB-6651	HepG2_12h_E2_3	genomic_DNA	P-AFFY-2	HepG2_12h_E2_3	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepG2_12h_E2_3	A-AFFY-44	P-AFFY-6	12	h	30	uM	E2	  	  	HepG2	EFO	EFO_0001187	17012008CM5I.CEL	17012008CM5I.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepaRG_48h_BaP_3	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepaRG	EFO	EFO_0001186	P-MTAB-6654	P-MTAB-6651	HepaRG_48h_BaP_3	genomic_DNA	P-AFFY-2	HepaRG_48h_BaP_3	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepaRG_48h_BaP_3	A-AFFY-44	P-AFFY-6	48	h	10	uM	BaP	  	  	HepaRG	EFO	EFO_0001186	080424HK19.CEL	080424HK19.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepaRG_12h_DMSO_3	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepaRG	EFO	EFO_0001186	P-MTAB-6654	P-MTAB-6651	HepaRG_12h_DMSO_3	genomic_DNA	P-AFFY-2	HepaRG_12h_DMSO_3	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepaRG_12h_DMSO_3	A-AFFY-44	P-AFFY-6	12	h	0.5	percent	dimethyl sulfoxide	EFO	http://www.ebi.ac.uk/chebi/searchId.do;?chebiId=CHEBI:28262	HepaRG	EFO	EFO_0001186	080424HK18.CEL	080424HK18.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepG2_12h_BaP_3	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepG2	EFO	EFO_0001187	P-MTAB-6653	P-MTAB-6651	HepG2_12h_BaP_3	genomic_DNA	P-AFFY-2	HepG2_12h_BaP_3	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepG2_12h_BaP_3	A-AFFY-44	P-AFFY-6	12	h	2	uM	BaP	  	  	HepG2	EFO	EFO_0001187	16012008CM1I.CEL	16012008CM1I.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
HepaRG_12h_CsA_2	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	hepatoma cells	HepaRG	EFO	EFO_0001186	P-MTAB-6654	P-MTAB-6651	HepaRG_12h_CsA_2	genomic_DNA	P-AFFY-2	HepaRG_12h_CsA_2	biotin	unknown	Affymetrix:Protocol:Hybridization-Unknown	HepaRG_12h_CsA_2	A-AFFY-44	P-AFFY-6	12	h	300	uM	CsA	  	  	HepaRG	EFO	EFO_0001186	080424HK3.CEL	080424HK3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.raw.2.zip	P-MTAB-6652	HepG2-HepaRG-all-reannotated-RMA-intensities.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2458/E-MEXP-2458.processed.1.zip
